document_tone	sentences_tone
{'tones': [{'score': 0.761152, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.61732, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.587823, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.88533, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	[{'sentence_id': 0, 'text': 'worldthalassemiaday USER_MENTION proving boon entire society corona epidemic people afraid donate blood.the', 'tones': [{'score': 0.76176, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'blood donated ds volunteer used help many thalassemia patient dr USER_MENTION g call true blood pump', 'tones': []}]
{'tones': []}	
{'tones': [{'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.97632, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.537667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.774722, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.664451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.909274, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.529598, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.536192, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.53393, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.594263, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.777131, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.521342, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.796648, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.861876, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.718002, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.849052, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.602762, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.592828, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.542563, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.644721, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.763553, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.733224, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.544629, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.739078, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.640127, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.57384, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.783887, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.746624, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.694008, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.806576, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.956284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.808202, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	[{'sentence_id': 0, 'text': 'virus busting myth old young everyone vulnerable.noman', 'tones': [{'score': 0.612371, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'ahmed opd attendant alkhidmat hospital lost life helping covid patient believing effect young cautious follow sop stop spread remember prevention better cure', 'tones': [{'score': 0.706894, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.910645, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]
{'tones': [{'score': 0.799869, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	[{'sentence_id': 0, 'text': 'USER_MENTION USER_MENTION phone dead last exchange man informing sm solving problem lockdown period.being', 'tones': [{'score': 0.533669, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'sr citizen net way pay monthly bills.would', 'tones': []}, {'sentence_id': 2, 'text': 'please help solving problem', 'tones': [{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]
{'tones': [{'score': 0.700945, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.597253, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.655013, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.557325, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.718687, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.644619, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.722969, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.674559, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.775166, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.641954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.663369, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.789309, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.682707, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	[{'sentence_id': 0, 'text': 'two bangladeshidoctors claimed unprecedented success treating covid19 patient days.they', 'tones': []}, {'sentence_id': 1, 'text': 'stated found success exerting two old medicine together coronavirus positive patient around corona symptom disappeared three day', 'tones': [{'score': 0.730591, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]
{'tones': []}	
{'tones': [{'score': 0.619324, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.521035, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.807217, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.826278, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.907747, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.851788, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': [{'score': 0.768324, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.747663, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	[{'sentence_id': 0, 'text': 'swati communityhealth visitor USER_MENTION visiting coronaviruspandemic hotspot mumbai helped family keep safe.she', 'tones': [{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'give simple tip staysafestayhealthy pandemic USER_MENTION USER_MENTION USER_MENTION', 'tones': [{'score': 0.747514, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]
{'tones': [{'score': 0.532534, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.645985, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.681061, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.963748, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.863321, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.96059, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.816764, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.514369, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.779622, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.994057, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.690356, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.75535, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.535726, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	[{'sentence_id': 0, 'text': 'busy business usa.he', 'tones': []}, {'sentence_id': 1, 'text': 'purchasing two boeing costing bcz business based fraud lie deceit theft blood need2 arrange kits2health staff icu isolationbeds corona patient ahemdabad', 'tones': []}]
{'tones': []}	
{'tones': [{'score': 0.675215, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.589503, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.734609, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.50997, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.736077, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.53058, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.53889, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	[{'sentence_id': 0, 'text': 'uk economy shrank fastest pace since financial crisis first quarter country forced coronavirus lockdown.the', 'tones': [{'score': 0.513274, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.587989, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'office national statistic said economy contracted three month march covid19 economy', 'tones': [{'score': 0.527853, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]
{'tones': [{'score': 0.580965, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.910117, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.732277, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.549753, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.549804, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.92771, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.53196, 'tone_id': 'fear', 'tone_name': 'Fear'}]}	
{'tones': []}	
{'tones': [{'score': 0.541591, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.523523, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.795049, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.561233, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.548972, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.952597, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.761435, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.589629, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.54924, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.603734, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.838593, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.55803, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.784247, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.637422, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.659112, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.56877, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.884734, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.85019, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.638352, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.787944, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.754738, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.837567, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.505802, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.595815, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.539398, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.526676, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.765977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.724188, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.682439, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	[{'sentence_id': 0, 'text': 'USER_MENTION requesting getting permission going back house lockdown period.we', 'tones': []}, {'sentence_id': 1, 'text': 'orissa west bengal want return home train cuttack orissa please help sir', 'tones': [{'score': 0.618645, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]
{'tones': [{'score': 0.734286, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.569923, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.830561, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.778107, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.795877, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.913755, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.535024, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.593334, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.673439, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.564476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.759272, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.578887, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.565869, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.902337, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	[{'sentence_id': 0, 'text': 'USER_MENTION one covid case avishikta2 ward kmc service withdrawn entire area.entire', 'tones': [{'score': 0.833309, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'area hell councillor say police allowing police denied road open public vendor disease start filth greenwood nook', 'tones': [{'score': 0.540375, 'tone_id': 'anger', 'tone_name': 'Anger'}]}]
{'tones': []}	
{'tones': [{'score': 0.585262, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.796137, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.858259, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.656951, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.538448, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.659743, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.53625, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.959869, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.666893, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.60039, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.61467, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.711887, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.625213, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.812207, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.563105, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.792984, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.610788, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.730335, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.67368, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.53706, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.668809, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.761642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	[{'sentence_id': 0, 'text': 'pharma company r running continuously lockdown serve nation better company running full strength.goverment', 'tones': [{'score': 0.608663, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'check report avoid spreading covid19 recently observed pharma.USER_MENTION USER_MENTION USER_MENTION USER_MENTION changodar', 'tones': [{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]
{'tones': [{'score': 0.705413, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.594723, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.685567, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.587911, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.93534, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.511592, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.555845, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.72927, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.952999, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.541734, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.555016, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.546148, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.667741, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	[{'sentence_id': 0, 'text': 'USER_MENTION maharashtra highest no.of covid19 patient buy liquor people r flouting social distance.with', 'tones': []}, {'sentence_id': 1, 'text': 'application mind u r risking life order supply liquor online whats problem u r different bjp', 'tones': [{'score': 0.62549, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]
{'tones': []}	
{'tones': [{'score': 0.671036, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.506601, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.585596, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.721945, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.515216, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.93884, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.559474, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.640632, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.623087, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.990161, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': [{'score': 0.768421, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.98346, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.945522, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.531795, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.511077, 'tone_id': 'anger', 'tone_name': 'Anger'}]}	
{'tones': [{'score': 0.578604, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.541591, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.670204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.510203, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.93884, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.611182, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.522054, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.636458, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
